"filename", "language", "JSON", "Markdown", "JavaScript", "JSON with Comments", "HTML", "TypeScript", "SCSS", "XML", "CSS", "comment", "blank", "total"
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/shared/services/event-helper.service.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 7, 6, 25
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/shared/services/helper.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/shared/services/helper.service.ts", "TypeScript", 0, 0, 0, 0, 0, 141, 0, 0, 0, 95, 66, 302
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/shared/services/html-helper.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/shared/services/html-helper.service.ts", "TypeScript", 0, 0, 0, 0, 0, 167, 0, 0, 0, 157, 109, 433
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/shared/services/render-helper.service.ts", "TypeScript", 0, 0, 0, 0, 0, 116, 0, 0, 0, 92, 67, 275
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/shared/services/render-options.service.ts", "TypeScript", 0, 0, 0, 0, 0, 79, 0, 0, 0, 120, 25, 224
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/shared/services/settings.service.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/shared/services/settings.service.ts", "TypeScript", 0, 0, 0, 0, 0, 121, 0, 0, 0, 139, 97, 357
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/shared/services/user-data.service.ts", "TypeScript", 0, 0, 0, 0, 0, 96, 0, 0, 0, 69, 38, 203
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/shared/shared.module.ts", "TypeScript", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 2, 27
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/user/components/user-metadata-resources/user-metadata-resources.component.html", "HTML", 0, 0, 0, 0, 89, 0, 0, 0, 0, 21, 23, 133
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/user/components/user-metadata-resources/user-metadata-resources.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 68, 232
"/usr/local/projects/metadata-annotation/metadata-annotation-frontend/src/app/modules/user/components/user-metadata-resources/user-metadata-resources.component.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
